,survived,pclass,age,sibsp,parch,fare,adult_male,alone,female,male,C,Q,S,Cherbourg,Queenstown,Southampton,no,yes,child,man,woman,First,Second,Third
511,False,3,33.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
512,True,1,36.0,0,0,26.2875,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
513,True,1,54.0,1,0,59.4,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
514,False,3,24.0,0,0,7.4958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
515,False,1,47.0,0,0,34.0208,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
516,True,2,34.0,0,0,10.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
517,False,3,33.0,0,0,24.15,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
518,True,2,36.0,1,0,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
519,False,3,32.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
520,True,1,30.0,0,0,93.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
521,False,3,22.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
522,False,3,33.0,0,0,7.225,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
523,True,1,44.0,0,1,57.9792,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
524,False,3,33.0,0,0,7.2292,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
525,False,3,40.5,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
526,True,2,50.0,0,0,10.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
527,False,1,33.0,0,0,221.7792,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
528,False,3,39.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
529,False,2,23.0,2,1,11.5,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
530,True,2,2.0,1,1,26.0,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
531,False,3,33.0,0,0,7.2292,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
532,False,3,17.0,1,1,7.2292,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
533,True,3,32.0,0,2,22.3583,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
534,False,3,30.0,0,0,8.6625,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
535,True,2,7.0,0,2,26.25,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
536,False,1,45.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
537,True,1,30.0,0,0,106.425,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
538,False,3,33.0,0,0,14.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
539,True,1,22.0,0,2,49.5,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
540,True,1,36.0,0,2,71.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
541,False,3,9.0,4,2,31.275,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
542,False,3,11.0,4,2,31.275,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
543,True,2,32.0,1,0,26.0,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
544,False,1,50.0,1,0,106.425,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
545,False,1,64.0,0,0,26.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
546,True,2,19.0,1,0,26.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
547,True,2,33.0,0,0,13.8625,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
548,False,3,33.0,1,1,20.525,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
549,True,2,8.0,1,1,36.75,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
550,True,1,17.0,0,2,110.8833,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
551,False,2,27.0,0,0,26.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
552,False,3,33.0,0,0,7.8292,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
553,True,3,22.0,0,0,7.225,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
554,True,3,22.0,0,0,7.775,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
555,False,1,62.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
556,True,1,48.0,1,0,39.6,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
557,False,1,33.0,0,0,227.525,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
558,True,1,39.0,1,1,79.65,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
559,True,3,36.0,1,0,17.4,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
560,False,3,33.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
561,False,3,40.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
562,False,2,28.0,0,0,13.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
563,False,3,33.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
564,False,3,32.0,0,0,8.05,False,True,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
565,False,3,24.0,2,0,24.15,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
566,False,3,19.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
567,False,3,29.0,0,4,21.075,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
568,False,3,33.0,0,0,7.2292,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
569,True,3,32.0,0,0,7.8542,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
570,True,2,62.0,0,0,10.5,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
571,True,1,53.0,2,0,51.4792,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
572,True,1,36.0,0,0,26.3875,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
573,True,3,32.0,0,0,7.75,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
574,False,3,16.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
575,False,3,19.0,0,0,14.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
576,True,2,34.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
577,True,1,39.0,1,0,55.9,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
578,False,3,32.0,1,0,14.4583,False,False,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
579,True,3,32.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
580,True,2,25.0,1,1,30.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
581,True,1,39.0,1,1,110.8833,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
582,False,2,54.0,0,0,26.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
583,False,1,36.0,0,0,40.125,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
584,False,3,33.0,0,0,8.7125,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
585,True,1,18.0,0,2,79.65,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
586,False,2,47.0,0,0,15.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
587,True,1,60.0,1,1,79.2,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
588,False,3,22.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
589,False,3,33.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
590,False,3,35.0,0,0,7.125,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
591,True,1,52.0,1,0,78.2667,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
592,False,3,47.0,0,0,7.25,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
593,False,3,32.0,0,2,7.75,False,False,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
594,False,2,37.0,1,0,26.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
595,False,3,36.0,1,1,24.15,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
596,True,2,32.0,0,0,33.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
597,False,3,49.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
598,False,3,33.0,0,0,7.225,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
599,True,1,49.0,1,0,56.9292,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
600,True,2,24.0,2,1,27.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
601,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
602,False,1,33.0,0,0,42.4,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
603,False,3,44.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
604,True,1,35.0,0,0,26.55,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
605,False,3,36.0,1,0,15.55,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
606,False,3,30.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
607,True,1,27.0,0,0,30.5,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
608,True,2,22.0,1,2,41.5792,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
609,True,1,40.0,0,0,153.4625,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
610,False,3,39.0,1,5,31.275,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
611,False,3,33.0,0,0,7.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
612,True,3,32.0,1,0,15.5,False,False,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
613,False,3,33.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
614,False,3,35.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
615,True,2,24.0,1,2,65.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
616,False,3,34.0,1,1,14.4,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
617,False,3,26.0,1,0,16.1,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
618,True,2,4.0,2,1,39.0,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
619,False,2,26.0,0,0,10.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
620,False,3,27.0,1,0,14.4542,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
621,True,1,42.0,1,0,52.5542,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
622,True,3,20.0,1,1,15.7417,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
623,False,3,21.0,0,0,7.8542,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
624,False,3,21.0,0,0,16.1,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
625,False,1,61.0,0,0,32.3208,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
626,False,2,57.0,0,0,12.35,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
627,True,1,21.0,0,0,77.9583,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
628,False,3,26.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
629,False,3,33.0,0,0,7.7333,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
630,True,1,80.0,0,0,30.0,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
631,False,3,51.0,0,0,7.0542,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
632,True,1,32.0,0,0,30.5,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
633,False,1,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
634,False,3,9.0,3,2,27.9,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
635,True,2,28.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
636,False,3,32.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
637,False,2,31.0,1,1,26.25,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
638,False,3,41.0,0,5,39.6875,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
639,False,3,33.0,1,0,16.1,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
640,False,3,20.0,0,0,7.8542,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
641,True,1,24.0,0,0,69.3,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
642,False,3,2.0,3,2,27.9,False,False,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
643,True,3,33.0,0,0,56.4958,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
644,True,3,0.75,2,1,19.2583,False,False,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
645,True,1,48.0,1,0,76.7292,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
646,False,3,19.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
647,True,1,56.0,0,0,35.5,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
648,False,3,33.0,0,0,7.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
649,True,3,23.0,0,0,7.55,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
650,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
651,True,2,18.0,0,1,23.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
652,False,3,21.0,0,0,8.4333,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
653,True,3,32.0,0,0,7.8292,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
654,False,3,18.0,0,0,6.75,False,True,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
655,False,2,24.0,2,0,73.5,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
656,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
657,False,3,32.0,1,1,15.5,False,False,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
658,False,2,23.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
659,False,1,58.0,0,2,113.275,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
660,True,1,50.0,2,0,133.65,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
661,False,3,40.0,0,0,7.225,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
662,False,1,47.0,0,0,25.5875,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
663,False,3,36.0,0,0,7.4958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
664,True,3,20.0,1,0,7.925,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
665,False,2,32.0,2,0,73.5,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
666,False,2,25.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
667,False,3,33.0,0,0,7.775,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
668,False,3,43.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
669,True,1,32.0,1,0,52.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
670,True,2,40.0,1,1,39.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
671,False,1,31.0,1,0,52.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
672,False,2,70.0,0,0,10.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
673,True,2,31.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
674,False,2,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
675,False,3,18.0,0,0,7.775,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
676,False,3,24.5,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
677,True,3,18.0,0,0,9.8417,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
678,False,3,43.0,1,6,46.9,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
679,True,1,36.0,0,1,512.3292,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
680,False,3,32.0,0,0,8.1375,False,True,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
681,True,1,27.0,0,0,76.7292,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
682,False,3,20.0,0,0,9.225,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
683,False,3,14.0,5,2,46.9,False,False,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
684,False,2,60.0,1,1,39.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
685,False,2,25.0,1,2,41.5792,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
686,False,3,14.0,4,1,39.6875,False,False,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
687,False,3,19.0,0,0,10.1708,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
688,False,3,18.0,0,0,7.7958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
689,True,1,15.0,0,1,211.3375,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
690,True,1,31.0,1,0,57.0,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
691,True,3,4.0,0,1,13.4167,False,False,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
692,True,3,33.0,0,0,56.4958,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
693,False,3,25.0,0,0,7.225,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
694,False,1,60.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
695,False,2,52.0,0,0,13.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
696,False,3,44.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
697,True,3,32.0,0,0,7.7333,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
698,False,1,49.0,1,1,110.8833,True,False,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
699,False,3,42.0,0,0,7.65,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
700,True,1,18.0,1,0,227.525,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
701,True,1,35.0,0,0,26.2875,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
702,False,3,18.0,0,1,14.4542,False,False,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
703,False,3,25.0,0,0,7.7417,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
704,False,3,26.0,1,0,7.8542,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
705,False,2,39.0,0,0,26.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
706,True,2,45.0,0,0,13.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
707,True,1,42.0,0,0,26.2875,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
708,True,1,22.0,0,0,151.55,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
709,True,3,33.0,1,1,15.2458,True,False,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
710,True,1,24.0,0,0,49.5042,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
711,False,1,33.0,0,0,26.55,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
712,True,1,48.0,1,0,52.0,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
713,False,3,29.0,0,0,9.4833,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
714,False,2,52.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
715,False,3,19.0,0,0,7.65,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
716,True,1,38.0,0,0,227.525,False,True,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
717,True,2,27.0,0,0,10.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
718,False,3,33.0,0,0,15.5,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
719,False,3,33.0,0,0,7.775,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
720,True,2,6.0,0,1,33.0,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
721,False,3,17.0,1,0,7.0542,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
722,False,2,34.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
723,False,2,50.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
724,True,1,27.0,1,0,53.1,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
725,False,3,20.0,0,0,8.6625,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
726,True,2,30.0,3,0,21.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
727,True,3,32.0,0,0,7.7375,False,True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
728,False,2,25.0,1,0,26.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
729,False,3,25.0,1,0,7.925,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
730,True,1,29.0,0,0,211.3375,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
731,False,3,11.0,0,0,18.7875,False,True,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
732,False,2,33.0,0,0,0.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
733,False,2,23.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
734,False,2,23.0,0,0,13.0,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
735,False,3,28.5,0,0,16.1,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
736,False,3,48.0,1,3,34.375,False,False,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
737,True,1,35.0,0,0,512.3292,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
738,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
739,False,3,33.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
740,True,1,33.0,0,0,30.0,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
741,False,1,36.0,1,0,78.85,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
742,True,1,21.0,2,2,262.375,False,False,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
743,False,3,24.0,1,0,16.1,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
744,True,3,31.0,0,0,7.925,True,True,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
745,False,1,70.0,1,1,71.0,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
746,False,3,16.0,1,1,20.25,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
747,True,2,30.0,0,0,13.0,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
748,False,1,19.0,1,0,53.1,True,False,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
749,False,3,31.0,0,0,7.75,True,True,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
750,True,2,4.0,1,1,23.0,False,False,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
751,True,3,6.0,0,1,12.475,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
752,False,3,33.0,0,0,9.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
753,False,3,23.0,0,0,7.8958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
754,True,2,48.0,1,2,65.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
755,True,2,0.67,1,1,14.5,False,False,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
756,False,3,28.0,0,0,7.7958,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
757,False,2,18.0,0,0,11.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
758,False,3,34.0,0,0,8.05,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
759,True,1,33.0,0,0,86.5,False,True,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
760,False,3,33.0,0,0,14.5,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
761,False,3,41.0,0,0,7.125,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
762,True,3,20.0,0,0,7.2292,True,True,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
763,True,1,36.0,1,2,120.0,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
764,False,3,16.0,0,0,7.775,True,True,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
765,True,1,51.0,1,0,77.9583,False,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
766,False,1,33.0,0,0,39.6,True,True,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
